Player,Position,Score,Value over Avg,Value over Next
Tyrod Taylor Buf QB,QB,133.68,-102.78,5.35
Dwayne Harris NYG WR,WR,1.65,-103.64,0.07
Eric Weems Atl WR,WR,1.65,-103.64,0.00
Chris Harper* NYG WR IR,WR,1.65,-103.64,0.00
Myles White GB WR,WR,1.65,-103.64,0.00
Aaron Dobson NE WR,WR,1.58,-103.71,0.07
Duron Carter Ind WR,WR,1.52,-103.78,0.07
Jeremy Ross Det WR,WR,1.45,-103.84,0.07
Ifeanyi Momah Ari WR,WR,1.45,-103.84,0.00
Alan Bonner Hou WR,WR,1.39,-103.91,0.13
Seyi Ajirotutu Phi WR,WR,1.39,-103.91,0.00
Darren Waller Bal WR,WR,1.39,-103.91,0.00
Gerell Robinson Mia WR,WR,1.39,-103.91,0.00
Tre McBride Ten WR,WR,1.25,-104.04,0.07
Brenton Bersin Car WR,WR,1.25,-104.04,0.00
Brandon Tate Cin WR,WR,1.19,-104.11,0.13
James Wright* Cin WR IR,WR,1.19,-104.11,0.00
Denarius Moore Cin WR,WR,1.19,-104.11,0.00
Marcus Harris* NYG WR IR,WR,1.19,-104.11,0.00
Vince Mayle Cle WR P,WR,1.06,-104.24,0.46
Kevin Norwood Sea WR,WR,0.59,-104.70,0.07
Marc Mariani Chi WR,WR,0.53,-104.77,0.26
DeVier Posey NYJ WR,WR,0.26,-105.03,0.26
Jordy Nelson* GB WR O,WR,0.00,-105.29,0.00
Brandon Gibson* NE WR IR,WR,0.00,-105.29,0.00
Justin Blackmon Jac WR SSPD,WR,0.00,-105.29,0.00
Marquise Goodwin Buf WR Q,WR,0.00,-105.29,0.00
Kelvin Benjamin* Car WR O,WR,0.00,-105.29,0.00
DeAndre Smelter* SF WR O,WR,0.00,-105.29,0.00
Ryan Fitzpatrick NYJ QB,QB,128.34,-108.12,11.40
Brian Hoyer Hou QB,QB,116.94,-119.52,38.33
Geno Smith* NYJ QB O,QB,78.61,-157.85,12.65
Ryan Mallett Hou QB,QB,65.96,-170.50,15.98
Jimmy Garoppolo NE QB,QB,49.98,-186.48,14.03
Kirk Cousins Wsh QB,QB,35.96,-200.50,3.02
Matt Cassel Buf QB,QB,32.94,-203.52,22.16
Colt McCoy Wsh QB,QB,10.78,-225.68,0.56
Drew Stanton Ari QB,QB,10.23,-226.23,0.04
Jimmy Clausen Chi QB Q,QB,10.19,-226.27,0.73
Johnny Manziel Cle QB Q,QB,9.45,-227.01,0.41
EJ Manuel Buf QB,QB,9.04,-227.42,0.82
Derek Anderson Car QB,QB,8.22,-228.24,0.79
Michael Vick NYJ QB,QB,7.43,-229.03,0.08
Mark Sanchez Phi QB,QB,7.35,-229.11,0.08
Blaine Gabbert SF QB,QB,7.27,-229.19,0.28
Brandon Weeden Dal QB P,QB,6.99,-229.47,0.15
Chase Daniel KC QB,QB,6.84,-229.62,0.05
Austin Davis StL QB,QB,6.79,-229.67,6.01
Brock Osweiler Den QB,QB,0.78,-235.68,0.19
Luke McCown NO QB,QB,0.59,-235.87,0.02
Matt Hasselbeck Ind QB,QB,0.58,-235.88,0.03
Dan Orlovsky Det QB,QB,0.55,-235.91,0.03
Mike Glennon TB QB,QB,0.55,-235.91,0.00
Kellen Clemens SD QB,QB,0.53,-235.93,0.01
Matt Moore Mia QB,QB,0.53,-235.93,0.00
Christian Ponder Oak QB,QB,0.52,-235.94,0.02
Shaun Hill Min QB,QB,0.50,-235.96,0.03
Matt Schaub Bal QB,QB,0.50,-235.96,0.00
T.J. Yates Atl QB,QB,0.50,-235.96,0.00
Scott Tolzien GB QB P,QB,0.50,-235.96,0.00
Ryan Nassib NYG QB,QB,0.50,-235.96,0.00
Chad Henne Jac QB,QB,0.48,-235.98,0.05
Zach Mettenberger Ten QB,QB,0.48,-235.98,0.00
Tarvaris Jackson Sea QB Q,QB,0.43,-236.03,0.03
B.J. Daniels Sea QB,QB,0.43,-236.03,0.00
AJ McCarron Cin QB,QB,0.40,-236.06,0.28
Matt Flynn NYJ QB P,QB,0.13,-236.33,0.13
Ryan Lindley NE QB,QB,0.13,-236.33,0.00
Bryce Petty NYJ QB,QB,0.13,-236.33,0.00
Tom Savage Hou QB,QB,0.00,-236.46,0.00
Sean Mannion StL QB,QB,0.00,-236.46,0.00
Garrett Grayson NO QB,QB,0.00,-236.46,0.00
Brett Hundley GB QB,QB,0.00,-236.46,0.00
