Player,Position,Score,Value over Avg,Value over Next
Kyle Rudolph Min TE,TE,133.80,-6.00,3.40
Austin Seferian-Jenkins TB TE,TE,130.40,-9.40,4.30
Larry Fitzgerald Ari WR,WR,185.00,-10.10,3.10
Colin Kaepernick SF QB,QB,263.78,-11.94,0.66
Sam Bradford Phi QB P,QB,263.12,-12.60,10.82
Shane Vereen NYG RB,RB,156.70,-12.60,1.00
Michael Floyd Ari WR Q,WR,181.90,-13.20,2.90
Ryan Mathews Phi RB,RB,155.70,-13.60,1.60
Charles Clay Buf TE,TE,126.10,-13.70,3.20
Duke Johnson Cle RB Q,RB,154.10,-15.20,9.00
John Brown Ari WR,WR,179.00,-16.10,0.60
Mike Wallace Min WR,WR,178.40,-16.70,0.10
Devin Funchess Car WR P,WR,178.30,-16.80,0.20
Antonio Gates SD TE SSPD,TE,122.90,-16.90,3.00
Charles Johnson Min WR,WR,178.10,-17.00,0.80
Victor Cruz NYG WR P,WR,177.30,-17.80,1.80
Torrey Smith SF WR P,WR,175.50,-19.60,3.20
Richard Rodgers GB TE,TE,119.90,-19.90,1.60
Jared Cook StL TE,TE,118.30,-21.50,2.30
Roddy White Atl WR Q,WR,172.30,-22.80,1.00
Jay Cutler Chi QB,QB,252.30,-23.42,0.86
Coby Fleener Ind TE P,TE,116.00,-23.80,1.80
Breshad Perriman Bal WR Q,WR,171.30,-23.80,0.10
Anquan Boldin SF WR,WR,171.20,-23.90,4.10
Rashad Jennings NYG RB,RB,145.10,-24.20,1.10
Carson Palmer Ari QB P,QB,251.44,-24.28,5.02
Isaiah Crowell Cle RB,RB,144.00,-25.30,0.40
Vernon Davis SF TE,TE,114.20,-25.60,2.50
LeGarrette Blount NE RB SSPD,RB,143.60,-25.70,1.60
Doug Martin TB RB,RB,142.00,-27.30,3.90
Eddie Royal Chi WR P,WR,167.10,-28.00,3.40
Jacob Tamme Atl TE,TE,111.70,-28.10,0.80
Jace Amaro NYJ TE Q,TE,110.90,-28.90,1.10
Teddy Bridgewater Min QB,QB,246.42,-29.30,0.04
Alex Smith KC QB,QB,246.38,-29.34,1.64
Benjamin Watson NO TE,TE,109.80,-30.00,1.10
Joe Flacco Bal QB,QB,244.74,-30.98,3.24
Maxx Williams Bal TE Q,TE,108.70,-31.10,14.20
Charles Sims TB RB,RB,138.10,-31.20,0.40
Michael Crabtree Oak WR,WR,163.70,-31.40,0.20
Bishop Sankey Ten RB,RB,137.70,-31.60,0.10
DeVante Parker Mia WR Q,WR,163.50,-31.60,2.50
Danny Woodhead SD RB,RB,137.60,-31.70,9.50
Pierre Garcon Wsh WR,WR,161.00,-34.10,2.00
Marcus Mariota Ten QB,QB,241.50,-34.22,4.40
Steve Smith Sr. Bal WR,WR,159.00,-36.10,2.20
Brandon LaFell* NE WR O,WR,156.80,-38.30,0.70
Jameis Winston TB QB P,QB,237.10,-38.62,2.36
Cody Latimer Den WR,WR,156.10,-39.00,0.10
Marques Colston NO WR,WR,156.00,-39.10,6.20
Andy Dalton Cin QB P,QB,234.74,-40.98,4.40
Roy Helu Oak RB,RB,128.10,-41.20,9.10
Ladarius Green SD TE,TE,94.50,-45.30,4.70
Doug Baldwin Sea WR,WR,149.80,-45.30,2.20
Derek Carr Oak QB,QB,230.34,-45.38,5.42
Rueben Randle NYG WR P,WR,147.60,-47.50,2.70
Josh Hill NO TE,TE,89.80,-50.00,0.80
Malcom Floyd SD WR,WR,144.90,-50.20,2.30
James White NE RB,RB,119.00,-50.30,3.40
Tom Brady NE QB SSPD,QB,224.92,-50.80,0.48
Mychal Rivera Oak TE,TE,89.00,-50.80,7.80
Blake Bortles Jac QB,QB,224.44,-51.28,4.02
Stevie Johnson SD WR,WR,142.60,-52.50,0.20
Brian Quick StL WR P,WR,142.40,-52.70,1.50
Reggie Bush SF RB,RB,115.60,-53.70,3.90
Nate Washington Hou WR,WR,140.90,-54.20,1.00
Kenny Stills Mia WR,WR,139.90,-55.20,0.70
Nick Foles StL QB,QB,220.42,-55.30,9.40
Markus Wheaton Pit WR,WR,139.20,-55.90,1.30
Brandon Coleman NO WR,WR,137.90,-57.20,4.90
Lorenzo Taliaferro Bal RB D,RB,111.70,-57.60,2.70
Rob Housler Cle TE,TE,81.20,-58.60,14.50
Denard Robinson Jac RB,RB,109.00,-60.30,5.80
Terrance Williams Dal WR,WR,133.00,-62.10,0.30
Martavis Bryant Pit WR SSPD,WR,132.70,-62.40,0.80
Marvin Jones Cin WR,WR,131.90,-63.20,1.30
Dwayne Bowe Cle WR P,WR,130.60,-64.50,2.00
Robert Griffin Wsh QB Q,QB,211.02,-64.70,34.94
Darren Sproles Phi RB,RB,103.20,-66.10,0.80
Kenny Britt StL WR,WR,128.60,-66.50,1.10
Lance Dunbar Dal RB,RB,102.40,-66.90,2.60
Ty Montgomery GB WR,WR,127.50,-67.60,0.30
Allen Hurns Jac WR P,WR,127.20,-67.90,0.70
Leonard Hankerson Atl WR,WR,126.50,-68.60,2.50
Jerick McKinnon Min RB,RB,99.80,-69.50,1.40
Alfred Blue Hou RB,RB,98.40,-70.90,2.70
Tyler Lockett Sea WR,WR,124.00,-71.10,1.00
Percy Harvin Buf WR P,WR,123.00,-72.10,7.70
Clive Walford Oak TE Q,TE,66.70,-73.10,0.80
Garrett Graham Hou TE,TE,66.70,-73.10,0.00
David Johnson Ari RB P,RB,95.70,-73.60,0.60
Lance Kendricks StL TE,TE,65.90,-73.90,4.50
Matt Jones Wsh RB,RB,95.10,-74.20,1.10
Andre Williams NYG RB,RB,94.00,-75.30,1.70
Tre Mason StL RB P,RB,92.30,-77.00,1.10
Dexter McCluster Ten WR RB,RB,91.20,-78.10,0.70
Dennis Pitta* Bal TE O,TE,61.40,-78.40,0.40
Jermaine Gresham Ari TE P,TE,61.00,-78.80,0.30
Knile Davis KC RB,RB,90.50,-78.80,2.40
Brent Celek Phi TE,TE,60.70,-79.10,2.70
Jermaine Kearse Sea WR,WR,115.30,-79.80,0.30
Corey Brown Car WR,WR,115.00,-80.10,0.60
Phillip Dorsett Ind WR P,WR,114.40,-80.70,1.20
Darren McFadden Dal RB,RB,88.10,-81.20,3.70
Dion Sims Mia TE,TE,58.00,-81.80,2.10
Andrew Hawkins Cle WR,WR,113.20,-81.90,1.30
Cole Beasley Dal WR,WR,111.90,-83.20,0.80
Virgil Green Den TE,TE,55.90,-83.90,1.30
Reggie Wayne NE WR,WR,111.10,-84.00,5.00
Ronnie Hillman Den RB,RB,84.40,-84.90,0.30
Crockett Gillmore Bal TE,TE,54.60,-85.20,0.20
Fred Jackson Buf RB,RB,84.10,-85.20,0.90
Darren Fells Ari TE,TE,54.40,-85.40,0.40
Gavin Escobar Dal TE P,TE,54.00,-85.80,0.90
Bilal Powell NYJ RB Q,RB,83.20,-86.10,4.20
Marcedes Lewis Jac TE,TE,53.10,-86.70,5.10
Kamar Aiken Bal WR,WR,106.10,-89.00,2.40
Jonas Gray NE RB,RB,79.00,-90.30,0.10
Benjamin Cunningham StL RB,RB,78.90,-90.40,1.90
Robert Woods Buf WR P,WR,103.70,-91.40,3.70
Andrew Quarless GB TE,TE,48.00,-91.80,0.10
David Johnson SD TE,TE,47.90,-91.90,3.80
Daniel Herron Ind RB,RB,77.00,-92.30,2.20
Theo Riddick Det RB,RB,74.80,-94.50,0.20
DeAngelo Williams Pit RB,RB,74.60,-94.70,1.40
Devin Smith NYJ WR Q,WR,100.00,-95.10,0.10
Marqise Lee Jac WR Q,WR,99.90,-95.20,2.70
Scott Chandler NE TE,TE,44.10,-95.70,5.30
Mike Tolbert Car RB,RB,73.20,-96.10,2.50
Cecil Shorts III Hou WR,WR,97.20,-97.90,2.20
De'Anthony Thomas KC RB WR P,RB,70.70,-98.60,0.70
Terrance West Cle RB,RB,70.00,-99.30,2.10
Josh McCown Cle QB,QB,176.08,-99.64,15.90
Greg Jennings Mia WR P,WR,95.00,-100.10,0.60
Donte Moncrief Ind WR,WR,94.40,-100.70,2.00
Ed Dickson Car TE,TE,38.80,-101.00,0.80
David Cobb Ten RB Q,RB,67.90,-101.40,5.00
Daniel Fells NYG TE,TE,38.00,-101.80,0.70
Jack Doyle Ind TE,TE,37.30,-102.50,1.60
Brian Hartline Cle WR,WR,92.40,-102.70,0.30
Dorial Green-Beckham Ten WR P,WR,92.10,-103.00,2.20
Derek Carrier Wsh TE,TE,35.70,-104.10,0.40
C.J. Fiedorowicz Hou TE,TE,35.30,-104.50,3.40
Andre Roberts Wsh WR,WR,89.90,-105.20,4.30
James Starks GB RB,RB,62.90,-106.40,5.60
MyCole Pruitt Min TE Q,TE,31.90,-107.90,0.60
Levine Toilolo Atl TE,TE,31.30,-108.50,0.10
Troy Niklas Ari TE Q,TE,31.20,-108.60,0.70
James Casey Den TE,TE,30.50,-109.30,1.00
Harry Douglas Ten WR,WR,85.60,-109.50,1.00
Luke Willson Sea TE,TE,29.50,-110.30,0.20
Joseph Fauria Det TE P,TE,29.30,-110.50,0.10
Kevin White* Chi WR O,WR,84.60,-110.50,4.20
Brandon Myers TB TE,TE,29.20,-110.60,0.20
Jeff Cumberland NYJ TE,TE,29.00,-110.80,1.00
James O'Shaughnessy KC TE,TE,28.00,-111.80,0.90
Josh Robinson Ind RB Q,RB,57.30,-112.00,1.80
Ryan Griffin Hou TE,TE,27.10,-112.70,2.10
Montee Ball Den RB,RB,55.50,-113.80,2.30
Rod Streater Oak WR,WR,80.40,-114.70,1.60
Gary Barnidge Cle TE,TE,25.00,-114.80,0.40
MarQueis Gray Buf TE,TE,24.60,-115.20,1.70
Tyrod Taylor Buf QB,QB,160.18,-115.54,8.32
Toby Gerhart Jac RB P,RB,53.20,-116.10,1.20
Jerricho Cotchery Car WR Q,WR,78.80,-116.30,0.30
Taylor Gabriel Cle WR,WR,78.50,-116.60,0.30
Tony Moeaki Atl TE,TE,22.90,-116.90,0.30
Hakeem Nicks Ten WR P,WR,78.20,-116.90,0.20
Jaelen Strong Hou WR,WR,78.00,-117.10,3.70
Tyler Kroft Cin TE,TE,22.60,-117.20,1.30
Dante Rosario Chi TE,TE,22.60,-117.20,0.00
Chris Johnson Ari RB P,RB,52.00,-117.30,0.90
Khiry Robinson NO RB P,RB,51.10,-118.20,0.20
Robert Turbin Sea RB,RB,50.90,-118.40,0.20
Jim Dray Cle TE,TE,21.30,-118.50,0.80
Cameron Artis-Payne Car RB,RB,50.70,-118.60,2.20
Anthony Fasano Ten TE,TE,20.50,-119.30,3.40
Craig Stevens Ten TE,TE,20.50,-119.30,0.00
Logan Paulsen* Wsh TE IR,TE,20.50,-119.30,0.00
Albert Wilson KC WR P,WR,74.30,-120.80,0.30
Damien Williams Mia RB,RB,48.50,-120.80,1.30
Chris Conley KC WR,WR,74.00,-121.10,0.30
Jarius Wright Min WR,WR,73.70,-121.40,2.00
Dri Archer Pit RB,RB,47.20,-122.10,0.80
Brandon Pettigrew Det TE,TE,17.10,-122.70,2.00
Matt Asiata Min RB,RB,46.40,-122.90,2.20
Tavon Austin StL WR,WR,71.70,-123.40,0.60
Ryan Fitzpatrick NYJ QB,QB,151.86,-123.86,15.94
Ted Ginn Jr. Car WR,WR,71.10,-124.00,1.90
Lee Smith Oak TE,TE,15.10,-124.70,0.70
Javorius Allen Bal RB,RB,44.20,-125.10,0.60
Cory Harkey StL TE,TE,14.40,-125.40,1.10
Branden Oliver SD RB,RB,43.60,-125.70,0.20
Jonathan Grimes Hou RB,RB,43.40,-125.90,0.10
Dexter McCluster Ten WR RB,WR,69.20,-125.90,0.20
Kyle Juszczyk Bal RB,RB,43.30,-126.00,1.00
Danny Amendola NE WR,WR,69.00,-126.10,1.20
Vance McDonald SF TE P,TE,13.30,-126.50,0.20
Blake Bell SF TE,TE,13.10,-126.70,2.40
Jacquizz Rodgers Chi RB,RB,42.30,-127.00,2.80
Riley Cooper Phi WR P,WR,67.80,-127.30,1.00
Andre Holmes Oak WR D,WR,66.80,-128.30,0.40
Mohamed Sanu Cin WR,WR,66.40,-128.70,4.00
Ryan Hewitt Cin TE,TE,10.70,-129.10,1.70
Marcel Reece Oak RB,RB,39.50,-129.80,2.10
Chris Gragg Buf TE,TE,9.00,-130.80,0.40
Matt Spaeth Pit TE,TE,8.60,-131.20,0.10
Michael Hoomanawanui NE TE,TE,8.50,-131.30,0.10
Gerald Christian Ari TE,TE,8.50,-131.30,0.00
Jesse James Pit TE,TE,8.50,-131.30,0.00
Jeff Heuerman* Den TE O,TE,8.40,-131.40,0.20
John Phillips SD TE,TE,8.20,-131.60,0.20
Luke Stocker TB TE,TE,8.00,-131.80,1.10
Zach Sudfeld* NYJ TE IR,TE,8.00,-131.80,0.00
Kellen Davis NYJ TE,TE,8.00,-131.80,0.00
Jay Ajayi Mia RB P,RB,37.40,-131.90,3.30
Nick Toon NO WR Q,WR,62.40,-132.70,0.80
James Hanna Dal TE Q,TE,6.90,-132.90,0.90
Rhett Ellison Min TE,TE,6.90,-132.90,0.00
Clay Harbor Jac TE P,TE,6.90,-132.90,0.00
De'Anthony Thomas KC RB WR P,WR,61.60,-133.50,0.60
Malcolm Johnson Cle TE,TE,6.00,-133.80,1.80
Louis Murphy TB WR,WR,61.00,-134.10,2.90
Bobby Rainey TB RB,RB,34.10,-135.20,0.70
Adrien Robinson NYG TE,TE,4.20,-135.60,0.10
Arthur Lynch NYJ TE,TE,4.20,-135.60,0.00
Bear Pascoe Chi TE,TE,4.10,-135.70,0.10
Kennard Backman GB TE,TE,4.00,-135.80,0.20
Trey Burton Phi TE,TE,4.00,-135.80,0.00
Chase Ford Min TE,TE,4.00,-135.80,0.00
Nick Boyle Bal TE,TE,4.00,-135.80,0.00
Timothy Wright TB TE,TE,4.00,-135.80,0.00
C.J. Uzomah Cin TE,TE,4.00,-135.80,0.00
Erik Lorig NO RB,RB,33.40,-135.90,0.20
Brandon Williams Car TE,TE,3.80,-136.00,1.20
Taylor Thompson Ten TE P,TE,3.80,-136.00,0.00
Jeremy Langford Chi RB,RB,33.20,-136.10,4.30
Stedman Bailey StL WR,WR,58.10,-137.00,1.20
Anthony McCoy Sea TE,TE,2.60,-137.20,0.60
Nick O'Leary Buf TE,TE,2.60,-137.20,0.00
Richard Gordon KC TE,TE,2.00,-137.80,0.20
Demetrius Harris* KC TE O,TE,2.00,-137.80,0.00
Justin Perillo GB TE,TE,1.80,-138.00,1.80
Marquess Wilson Chi WR Q,WR,56.90,-138.20,0.10
Jamison Crowder Wsh WR,WR,56.80,-138.30,1.70
Brian Hoyer Hou QB,QB,135.92,-139.80,43.10
Kevin Brock* NO TE IR,TE,0.00,-139.80,0.00
Mike Caussin* Wsh TE IR,TE,0.00,-139.80,0.00
Gabe Miller Wsh TE,TE,0.00,-139.80,0.00
Kyle Miller SD TE,TE,0.00,-139.80,0.00
David Paulson SD TE,TE,0.00,-139.80,0.00
Matt Veldman Wsh TE,TE,0.00,-139.80,0.00
Jake Byrne SD TE,TE,0.00,-139.80,0.00
Niles Paul* Wsh TE IR,TE,0.00,-139.80,0.00
Quinton Patton SF WR,WR,55.10,-140.00,2.00
Brandon Bolden NE RB,RB,28.90,-140.40,0.10
Ryan Williams* Dal RB IR,RB,28.80,-140.50,2.00
Jeff Janis GB WR,WR,53.10,-142.00,0.80
Stevan Ridley* NYJ RB O,RB,26.80,-142.50,1.80
Marlon Brown Bal WR,WR,52.30,-142.80,1.90
Antone Smith Atl RB P,RB,25.00,-144.30,0.30
Christine Michael Sea RB,RB,24.70,-144.60,0.60
Cordarrelle Patterson Min WR,WR,50.40,-144.70,2.60
Zac Stacy NYJ RB,RB,24.10,-145.20,0.40
Robert Hughes Ari RB,RB,23.70,-145.60,0.60
Bruce Miller SF RB,RB,23.10,-146.20,1.00
Rex Burkhead Cin RB,RB,22.10,-147.20,1.70
Justin Hardy Atl WR,WR,47.80,-147.30,3.10
Karlos Williams Buf RB Q,RB,20.40,-148.90,1.20
Chris Thompson Wsh RB,RB,19.20,-150.10,1.20
Chris Matthews Sea WR P,WR,44.70,-150.40,0.50
Jerome Simpson SF WR SSPD,WR,44.20,-150.90,4.30
John Kuhn GB RB,RB,18.00,-151.30,0.70
Darrel Young Wsh RB,RB,17.30,-152.00,0.70
Juwan Thompson Den RB,RB,16.60,-152.70,0.20
Charcandrick West KC RB,RB,16.40,-152.90,1.10
Anthony Sherman KC RB,RB,15.30,-154.00,0.40
Cyrus Gray KC RB P,RB,14.90,-154.40,1.10
Rashad Greene Jac WR,WR,39.90,-155.20,0.30
Trent Richardson Oak RB,RB,13.80,-155.50,0.50
Kenny Bell TB WR Q,WR,39.60,-155.50,0.90
Will Johnson Pit RB,RB,13.30,-156.00,0.30
Fozzy Whittaker Car RB,RB,13.00,-156.30,0.10
Collin Mooney Atl RB,RB,13.00,-156.30,0.00
Patrick DiMarco Atl RB,RB,12.90,-156.40,0.40
Corey Fuller Det WR,WR,38.70,-156.40,1.20
Jorvorskie Lane TB RB,RB,12.50,-156.80,0.40
LaMichael James Mia RB P,RB,12.10,-157.20,0.30
Ka'Deem Carey Chi RB,RB,11.80,-157.50,1.20
Josh Huff Phi WR,WR,37.50,-157.60,0.50
Sammie Coates Pit WR,WR,37.00,-158.10,1.10
Jerome Felton Buf RB,RB,10.60,-158.70,0.90
Justin Hunter Ten WR,WR,35.90,-159.20,4.50
Jaron Brown Ari WR,WR,35.90,-159.20,0.00
Jalston Fowler Ten RB,RB,9.70,-159.60,0.30
Chris Polk Hou RB,RB,9.40,-159.90,1.00
Kendall Hunter SF RB,RB,8.40,-160.90,0.10
James Develin* NE RB O,RB,8.30,-161.00,1.50
Mike Davis SF RB,RB,6.80,-162.50,0.60
Josh Harris Pit RB,RB,6.20,-163.10,0.20
Stepfan Taylor Ari RB,RB,6.00,-163.30,0.20
Derrick Coleman Sea RB,RB,5.80,-163.50,0.20
Devin Hester Atl WR,WR,31.40,-163.70,3.60
Edwin Baker NO RB,RB,5.60,-163.70,0.20
Marcus Murphy* NO RB O,RB,5.60,-163.70,0.00
Vick Ballard Ind RB Q,RB,5.40,-163.90,0.10
Kerwynn Williams Ari RB,RB,5.30,-164.00,0.20
Donald Brown SD RB,RB,5.30,-164.00,0.00
Michael Burton Det RB,RB,5.10,-164.20,0.10
Travaris Cadet NE RB P,RB,5.00,-164.30,0.10
Tommy Bohanon NYJ RB,RB,4.90,-164.40,0.30
Gus Johnson Dal RB Q,RB,4.60,-164.70,0.10
Antonio Andrews Ten RB,RB,4.50,-164.80,0.10
Jay Prosch Hou RB,RB,4.40,-164.90,0.10
Orson Charles NO RB SSPD,RB,4.30,-165.00,0.30
Kenny Hilliard Hou RB,RB,4.00,-165.30,0.60
Isaiah Pead StL RB,RB,3.40,-165.90,1.60
Jeremy Kerley NYJ WR Q,WR,27.80,-167.30,1.90
Darrin Reaves KC RB,RB,1.80,-167.50,0.10
Boobie Dixon Buf RB P,RB,1.80,-167.50,0.00
Shaun Draughn Cle RB P,RB,1.80,-167.50,0.00
Jeremy Stewart Den RB,RB,1.80,-167.50,0.00
Thomas Rawls Sea RB,RB,1.80,-167.50,0.00
Jordan Todman Car RB,RB,1.70,-167.60,0.10
Fitzgerald Toussaint Bal RB,RB,1.70,-167.60,0.00
John Crockett GB RB,RB,1.60,-167.70,0.20
Mike James TB RB,RB,1.40,-167.90,0.10
Storm Johnson Jac RB,RB,1.40,-167.90,0.00
Henry Hynoski NYG RB,RB,1.30,-168.00,0.40
Matthew Tucker* Phi RB IR,RB,0.90,-168.40,0.10
Cedric Peerman Cin RB,RB,0.90,-168.40,0.00
Bryce Brown Buf RB P,RB,0.90,-168.40,0.00
Kenjon Barner Phi RB,RB,0.90,-168.40,0.00
Silas Redd* Wsh RB IR,RB,0.80,-168.50,0.10
Senorise Perry Chi RB,RB,0.70,-168.60,0.70
Seantavius Jones NO WR,WR,25.90,-169.20,0.10
Joseph Morgan NO WR,WR,25.80,-169.30,1.60
Ahmad Bradshaw Ind RB SSPD,RB,0.00,-169.30,0.00
Pierre Thomas NO RB,RB,0.00,-169.30,0.00
Felix Jones Pit RB,RB,0.00,-169.30,0.00
LaRod Stephens-Howling Pit RB,RB,0.00,-169.30,0.00
Isaac Redman Pit RB,RB,0.00,-169.30,0.00
Ben Tate Pit RB,RB,0.00,-169.30,0.00
Bernard Pierce Jac RB,RB,0.00,-169.30,0.00
Jawan Jamison Pit RB,RB,0.00,-169.30,0.00
Miguel Maysonet Pit RB,RB,0.00,-169.30,0.00
Tyler Gaffney* NE RB IR,RB,0.00,-169.30,0.00
Lache Seastrunk Dal RB,RB,0.00,-169.30,0.00
LaDarius Perkins Pit RB,RB,0.00,-169.30,0.00
Miles Austin Phi WR,WR,24.20,-170.90,1.50
Corey Washington NYG WR Q,WR,22.70,-172.40,0.40
Michael Campanaro Bal WR Q,WR,22.30,-172.80,1.10
Devin Street Dal WR P,WR,21.20,-173.90,0.30
Dontrelle Inman SD WR Q,WR,20.90,-174.20,2.40
Bruce Ellington SF WR,WR,18.50,-176.60,1.60
Travis Benjamin Cle WR,WR,16.90,-178.20,2.70
Chris Hogan Buf WR Q,WR,14.20,-180.90,0.30
Jason Avant KC WR,WR,13.90,-181.20,1.80
Stefon Diggs Min WR,WR,13.90,-181.20,0.00
Geno Smith* NYJ QB O,QB,92.82,-182.90,14.86
Rishard Matthews Mia WR,WR,12.10,-183.00,2.10
Josh Morgan NO WR,WR,10.00,-185.10,0.40
Jarrett Boykin Car WR,WR,9.60,-185.50,0.10
Paul Richardson* Sea WR O,WR,9.50,-185.60,0.10
Robert Herron TB WR,WR,9.40,-185.70,0.50
Andre Caldwell Den WR,WR,8.90,-186.20,0.10
Terrelle Pryor Cle WR Q,WR,8.80,-186.30,0.20
James Jones NYG WR,WR,8.80,-186.30,0.00
Darrius Heyward-Bey Pit WR,WR,8.80,-186.30,0.00
Joshua Bellamy Chi WR,WR,8.60,-186.50,0.60
Jared Abbrederis GB WR Q,WR,8.00,-187.10,0.20
Jacoby Jones SD WR,WR,7.80,-187.30,0.20
Ricardo Lockette Sea WR,WR,7.60,-187.50,0.10
Lance Moore Det WR,WR,7.50,-187.60,0.10
Kenbrell Thompkins Oak WR,WR,7.40,-187.70,0.10
Ace Sanders Jac WR SSPD,WR,7.30,-187.80,0.10
Ryan Grant Wsh WR,WR,7.30,-187.80,0.00
JJ Nelson Ari WR,WR,7.30,-187.80,0.00
Damaris Johnson Hou WR,WR,7.20,-187.90,0.20
Neal Sterling Jac WR,WR,7.00,-188.10,0.10
