Player,Position,Score,Value over Avg,Value over Next
Arian Foster* Hou RB O,RB,179.30,11.40,4.10
Martellus Bennett Chi TE,TE,103.80,11.40,0.80
Jason Witten Dal TE,TE,103.00,10.60,6.30
DeAndre Hopkins Hou WR,WR,147.50,10.00,5.20
Todd Gurley StL RB Q,RB,175.20,7.30,0.50
Frank Gore Ind RB,RB,174.70,6.80,6.00
Julian Edelman NE WR P,WR,142.30,4.80,0.90
Delanie Walker Ten TE,TE,96.70,4.30,1.50
Keenan Allen SD WR,WR,141.40,3.90,2.70
Ben Roethlisberger Pit QB,QB,300.72,3.24,0.98
Zach Ertz Phi TE Q,TE,95.20,2.80,2.80
Ryan Tannehill Mia QB,QB,299.74,2.26,0.46
Matt Ryan Atl QB,QB,299.28,1.80,1.30
Jordan Matthews Phi WR,WR,138.70,1.20,0.30
Davante Adams GB WR,WR,138.40,0.90,0.50
Jonathan Stewart Car RB,RB,168.70,0.80,0.80
Tony Romo Dal QB,QB,297.98,0.50,0.50
Brandon Marshall NYJ WR,WR,137.90,0.40,0.40
Jordan Cameron Mia TE,TE,92.40,0.00,2.00
Andre Johnson Ind WR,WR,137.50,0.00,1.00
Melvin Gordon SD RB,RB,167.90,0.00,0.60
Eli Manning NYG QB,QB,297.48,0.00,2.86
Latavius Murray Oak RB,RB,167.30,-0.60,9.70
Joseph Randle Dal RB,RB,167.30,-0.60,0.00
Golden Tate Det WR,WR,136.50,-1.00,0.90
Sammy Watkins Buf WR P,WR,135.60,-1.90,1.70
Dwayne Allen Ind TE,TE,90.40,-2.00,1.50
Cam Newton Car QB,QB,294.62,-2.86,2.90
Larry Donnell NYG TE P,TE,88.90,-3.50,3.20
Allen Robinson Jac WR,WR,133.90,-3.60,1.20
Amari Cooper Oak WR,WR,132.70,-4.80,1.50
Philip Rivers SD QB P,QB,291.72,-5.76,2.34
DeSean Jackson Wsh WR P,WR,131.20,-6.30,1.10
Owen Daniels Den TE,TE,85.70,-6.70,0.80
Vincent Jackson TB WR,WR,130.10,-7.40,0.40
Heath Miller Pit TE,TE,84.90,-7.50,0.10
Tyler Eifert Cin TE,TE,84.80,-7.60,1.80
Jeremy Maclin KC WR,WR,129.70,-7.80,2.60
Matthew Stafford Det QB,QB,289.38,-8.10,14.26
Eric Ebron Det TE P,TE,83.00,-9.40,0.20
Jordan Reed Wsh TE,TE,82.80,-9.60,0.40
Austin Seferian-Jenkins TB TE,TE,82.40,-10.00,0.60
T.J. Yeldon Jac RB P,RB,157.60,-10.30,3.90
Nelson Agholor Phi WR,WR,127.10,-10.40,0.90
Kyle Rudolph Min TE,TE,81.80,-10.60,0.90
Jarvis Landry Mia WR,WR,126.20,-11.30,2.50
Antonio Gates SD TE SSPD,TE,80.90,-11.50,3.00
Eric Decker NYJ WR,WR,123.70,-13.80,1.80
Joique Bell* Det RB O,RB,153.70,-14.20,4.00
Richard Rodgers GB TE,TE,77.90,-14.50,0.80
Charles Clay Buf TE,TE,77.10,-15.30,0.10
Coby Fleener Ind TE P,TE,77.00,-15.40,4.70
Michael Floyd Ari WR Q,WR,121.90,-15.60,2.50
Mike Wallace Min WR,WR,119.40,-18.10,0.40
Andre Ellington Ari RB,RB,149.70,-18.20,5.30
Larry Fitzgerald Ari WR,WR,119.00,-18.50,0.50
Torrey Smith SF WR P,WR,118.50,-19.00,0.40
Charles Johnson Min WR,WR,118.10,-19.40,1.10
Jared Cook StL TE,TE,72.30,-20.10,0.10
Vernon Davis SF TE,TE,72.20,-20.20,2.40
John Brown Ari WR,WR,117.00,-20.50,1.70
Devin Funchess Car WR P,WR,115.30,-22.20,1.00
Sam Bradford Phi QB P,QB,275.12,-22.36,3.34
Benjamin Watson NO TE,TE,69.80,-22.60,0.10
Maxx Williams Bal TE Q,TE,69.70,-22.70,2.80
Victor Cruz NYG WR P,WR,114.30,-23.20,3.40
Breshad Perriman Bal WR Q,WR,114.30,-23.20,0.00
Giovani Bernard Cin RB,RB,144.40,-23.50,0.10
Chris Ivory NYJ RB,RB,144.30,-23.60,0.10
Tevin Coleman Atl RB P,RB,144.20,-23.70,4.50
Jace Amaro NYJ TE Q,TE,66.90,-25.50,0.20
Jacob Tamme Atl TE,TE,66.70,-25.70,6.20
Colin Kaepernick SF QB,QB,271.78,-25.70,1.48
Kendall Wright Ten WR,WR,110.90,-26.60,1.60
Jay Cutler Chi QB,QB,270.30,-27.18,2.86
Roddy White Atl WR Q,WR,109.30,-28.20,1.80
Ryan Mathews Phi RB,RB,139.70,-28.20,2.20
DeVante Parker Mia WR Q,WR,107.50,-30.00,2.50
Carson Palmer Ari QB P,QB,267.44,-30.04,8.02
C.J. Spiller NO RB Q,RB,137.50,-30.40,1.90
Ladarius Green SD TE,TE,60.50,-31.90,2.70
LeGarrette Blount NE RB SSPD,RB,135.60,-32.30,2.60
Marques Colston NO WR,WR,105.00,-32.50,2.10
Malcom Floyd SD WR,WR,102.90,-34.60,0.70
Josh Hill NO TE,TE,57.80,-34.60,4.80
Devonta Freeman Atl RB P,RB,133.00,-34.90,5.90
Isaiah Crowell Cle RB,RB,133.00,-34.90,0.00
Anquan Boldin SF WR,WR,102.20,-35.30,0.10
Cody Latimer Den WR,WR,102.10,-35.40,0.30
Eddie Royal Chi WR P,WR,102.10,-35.40,0.00
Brandon LaFell* NE WR O,WR,101.80,-35.70,0.80
Pierre Garcon Wsh WR,WR,101.00,-36.50,1.30
Steve Smith Sr. Bal WR,WR,101.00,-36.50,0.00
Michael Crabtree Oak WR,WR,99.70,-37.80,2.80
Teddy Bridgewater Min QB,QB,259.42,-38.06,1.68
Mychal Rivera Oak TE,TE,53.00,-39.40,3.80
Joe Flacco Bal QB,QB,257.74,-39.74,1.64
Brandon Coleman NO WR,WR,96.90,-40.60,0.30
Rashad Jennings NYG RB,RB,127.10,-40.80,0.90
Rueben Randle NYG WR P,WR,96.60,-40.90,0.80
Jameis Winston TB QB P,QB,256.10,-41.38,0.60
Doug Baldwin Sea WR,WR,95.80,-41.70,1.80
Ameer Abdullah Det RB,RB,126.20,-41.70,4.20
Marcus Mariota Ten QB,QB,255.50,-41.98,0.12
Alex Smith KC QB,QB,255.38,-42.10,1.64
Rob Housler Cle TE,TE,49.20,-43.20,7.50
Terrance Williams Dal WR,WR,94.00,-43.50,0.60
Andy Dalton Cin QB P,QB,253.74,-43.74,9.40
Brian Quick StL WR P,WR,93.40,-44.10,1.50
Nate Washington Hou WR,WR,91.90,-45.60,0.20
Martavis Bryant Pit WR SSPD,WR,91.70,-45.80,0.10
Stevie Johnson SD WR,WR,91.60,-45.90,1.70
Doug Martin TB RB,RB,122.00,-45.90,3.30
Kenny Stills Mia WR,WR,89.90,-47.60,1.70
Bishop Sankey Ten RB,RB,118.70,-49.20,7.00
Markus Wheaton Pit WR,WR,88.20,-49.30,1.60
Clive Walford Oak TE Q,TE,41.70,-50.70,1.00
Kenny Britt StL WR,WR,86.60,-50.90,1.70
Garrett Graham Hou TE,TE,40.70,-51.70,0.80
Lance Kendricks StL TE,TE,39.90,-52.50,1.50
Marvin Jones Cin WR,WR,84.90,-52.60,1.40
Derek Carr Oak QB,QB,244.34,-53.14,4.90
Dennis Pitta* Bal TE O,TE,38.40,-54.00,0.40
Ty Montgomery GB WR,WR,83.50,-54.00,0.50
Gavin Escobar Dal TE P,TE,38.00,-54.40,0.30
Tyler Lockett Sea WR,WR,83.00,-54.50,1.50
Brent Celek Phi TE,TE,37.70,-54.70,0.70
Jermaine Gresham Ari TE P,TE,37.00,-55.40,1.00
Leonard Hankerson Atl WR,WR,81.50,-56.00,0.90
Shane Vereen NYG RB,RB,111.70,-56.20,0.60
Dion Sims Mia TE,TE,36.00,-56.40,1.40
Duke Johnson Cle RB Q,RB,111.10,-56.80,16.40
Dwayne Bowe Cle WR P,WR,80.60,-56.90,0.40
Allen Hurns Jac WR P,WR,80.20,-57.30,1.90
Crockett Gillmore Bal TE,TE,34.60,-57.80,0.20
Darren Fells Ari TE,TE,34.40,-58.00,0.30
Blake Bortles Jac QB,QB,239.44,-58.04,6.52
Marcedes Lewis Jac TE,TE,34.10,-58.30,1.20
Jermaine Kearse Sea WR,WR,78.30,-59.20,2.30
Virgil Green Den TE,TE,32.90,-59.50,1.90
Andrew Quarless GB TE,TE,31.00,-61.40,1.90
Corey Brown Car WR,WR,76.00,-61.50,2.60
Scott Chandler NE TE,TE,29.10,-63.30,3.80
Phillip Dorsett Ind WR P,WR,73.40,-64.10,0.40
Percy Harvin Buf WR P,WR,73.00,-64.50,2.90
Tom Brady NE QB SSPD,QB,232.92,-64.56,0.50
Nick Foles StL QB,QB,232.42,-65.06,11.40
Jack Doyle Ind TE,TE,25.30,-67.10,0.40
Reggie Wayne NE WR,WR,70.10,-67.40,1.20
David Johnson SD TE,TE,24.90,-67.50,1.10
Cole Beasley Dal WR,WR,68.90,-68.60,0.80
Ed Dickson Car TE,TE,23.80,-68.60,0.80
Daniel Fells NYG TE,TE,23.00,-69.40,1.30
Kamar Aiken Bal WR,WR,68.10,-69.40,1.40
Derek Carrier Wsh TE,TE,21.70,-70.70,0.40
Robert Woods Buf WR P,WR,66.70,-70.80,0.70
C.J. Fiedorowicz Hou TE,TE,21.30,-71.10,1.40
Devin Smith NYJ WR Q,WR,66.00,-71.50,2.80
MyCole Pruitt Min TE Q,TE,19.90,-72.50,0.60
Levine Toilolo Atl TE,TE,19.30,-73.10,0.10
Troy Niklas Ari TE Q,TE,19.20,-73.20,0.70
Lorenzo Taliaferro Bal RB D,RB,94.70,-73.20,2.10
Luke Willson Sea TE,TE,18.50,-73.90,0.20
Joseph Fauria Det TE P,TE,18.30,-74.10,0.10
Brandon Myers TB TE,TE,18.20,-74.20,0.20
Andrew Hawkins Cle WR,WR,63.20,-74.30,0.20
Jeff Cumberland NYJ TE,TE,18.00,-74.40,0.50
James O'Shaughnessy KC TE,TE,18.00,-74.40,0.00
Greg Jennings Mia WR P,WR,63.00,-74.50,0.60
James Casey Den TE,TE,17.50,-74.90,0.40
Donte Moncrief Ind WR,WR,62.40,-75.10,0.20
Cecil Shorts III Hou WR,WR,62.20,-75.30,0.30
Danny Woodhead SD RB,RB,92.60,-75.30,0.50
Ryan Griffin Hou TE,TE,17.10,-75.30,1.10
Marqise Lee Jac WR Q,WR,61.90,-75.60,0.80
Charles Sims TB RB,RB,92.10,-75.80,8.00
Gary Barnidge Cle TE,TE,16.00,-76.40,0.40
Dorial Green-Beckham Ten WR P,WR,61.10,-76.40,2.70
Robert Griffin Wsh QB Q,QB,221.02,-76.46,30.94
MarQueis Gray Buf TE,TE,15.60,-76.80,0.70
Tony Moeaki Atl TE,TE,14.90,-77.50,0.30
Tyler Kroft Cin TE,TE,14.60,-77.80,0.30
Dante Rosario Chi TE,TE,14.60,-77.80,0.00
Jim Dray Cle TE,TE,14.30,-78.10,0.80
Anthony Fasano Ten TE,TE,13.50,-78.90,1.40
Craig Stevens Ten TE,TE,13.50,-78.90,0.00
Logan Paulsen* Wsh TE IR,TE,13.50,-78.90,0.00
Brian Hartline Cle WR,WR,58.40,-79.10,1.80
Brandon Pettigrew Det TE,TE,12.10,-80.30,4.00
Kevin White* Chi WR O,WR,56.60,-80.90,1.70
Andre Roberts Wsh WR,WR,54.90,-82.60,2.30
Roy Helu Oak RB,RB,84.10,-83.80,0.10
Andre Williams NYG RB,RB,84.00,-83.90,0.60
Lee Smith Oak TE,TE,8.10,-84.30,0.80
Alfred Blue Hou RB,RB,83.40,-84.50,1.40
Harry Douglas Ten WR,WR,52.60,-84.90,1.20
Vance McDonald SF TE P,TE,7.30,-85.10,0.20
Blake Bell SF TE,TE,7.10,-85.30,0.70
James White NE RB,RB,82.00,-85.90,2.90
Cory Harkey StL TE,TE,6.40,-86.00,1.40
Rod Streater Oak WR,WR,51.40,-86.10,0.90
Taylor Gabriel Cle WR,WR,50.50,-87.00,0.30
Hakeem Nicks Ten WR P,WR,50.20,-87.30,0.40
Chris Gragg Buf TE,TE,5.00,-87.40,0.30
Jerricho Cotchery Car WR Q,WR,49.80,-87.70,0.80
Ryan Hewitt Cin TE,TE,4.70,-87.70,0.10
Matt Spaeth Pit TE,TE,4.60,-87.80,0.10
Michael Hoomanawanui NE TE,TE,4.50,-87.90,0.10
Gerald Christian Ari TE,TE,4.50,-87.90,0.00
Jesse James Pit TE,TE,4.50,-87.90,0.00
Jeff Heuerman* Den TE O,TE,4.40,-88.00,0.20
John Phillips SD TE,TE,4.20,-88.20,0.20
Luke Stocker TB TE,TE,4.00,-88.40,0.10
Zach Sudfeld* NYJ TE IR,TE,4.00,-88.40,0.00
Kellen Davis NYJ TE,TE,4.00,-88.40,0.00
James Hanna Dal TE Q,TE,3.90,-88.50,0.90
Rhett Ellison Min TE,TE,3.90,-88.50,0.00
Clay Harbor Jac TE P,TE,3.90,-88.50,0.00
Jaelen Strong Hou WR,WR,49.00,-88.50,1.90
Darren McFadden Dal RB,RB,79.10,-88.80,2.50
Malcolm Johnson Cle TE,TE,3.00,-89.40,0.80
Adrien Robinson NYG TE,TE,2.20,-90.20,0.10
Arthur Lynch NYJ TE,TE,2.20,-90.20,0.00
Bear Pascoe Chi TE,TE,2.10,-90.30,0.10
Kennard Backman GB TE,TE,2.00,-90.40,0.20
Trey Burton Phi TE,TE,2.00,-90.40,0.00
Chase Ford Min TE,TE,2.00,-90.40,0.00
Nick Boyle Bal TE,TE,2.00,-90.40,0.00
Timothy Wright TB TE,TE,2.00,-90.40,0.00
C.J. Uzomah Cin TE,TE,2.00,-90.40,0.00
Ted Ginn Jr. Car WR,WR,47.10,-90.40,0.40
Brandon Williams Car TE,TE,1.80,-90.60,0.20
Taylor Thompson Ten TE P,TE,1.80,-90.60,0.00
Jarius Wright Min WR,WR,46.70,-90.80,0.70
Anthony McCoy Sea TE,TE,1.60,-90.80,0.60
Nick O'Leary Buf TE,TE,1.60,-90.80,0.00
Reggie Bush SF RB,RB,76.60,-91.30,0.30
Richard Gordon KC TE,TE,1.00,-91.40,0.20
Demetrius Harris* KC TE O,TE,1.00,-91.40,0.00
Chris Conley KC WR,WR,46.00,-91.50,0.70
Tre Mason StL RB P,RB,76.30,-91.60,0.30
Justin Perillo GB TE,TE,0.80,-91.60,0.80
Denard Robinson Jac RB,RB,76.00,-91.90,0.50
Albert Wilson KC WR P,WR,45.30,-92.20,0.50
Kevin Brock* NO TE IR,TE,0.00,-92.40,0.00
Mike Caussin* Wsh TE IR,TE,0.00,-92.40,0.00
Gabe Miller Wsh TE,TE,0.00,-92.40,0.00
Kyle Miller SD TE,TE,0.00,-92.40,0.00
David Paulson SD TE,TE,0.00,-92.40,0.00
Matt Veldman Wsh TE,TE,0.00,-92.40,0.00
Jake Byrne SD TE,TE,0.00,-92.40,0.00
Niles Paul* Wsh TE IR,TE,0.00,-92.40,0.00
Knile Davis KC RB,RB,75.50,-92.40,2.50
Riley Cooper Phi WR P,WR,44.80,-92.70,1.40
Andre Holmes Oak WR D,WR,44.80,-92.70,0.00
Nick Toon NO WR Q,WR,43.40,-94.10,2.40
Jonas Gray NE RB,RB,73.00,-94.90,1.20
Jerick McKinnon Min RB,RB,71.80,-96.10,1.40
Danny Amendola NE WR,WR,41.00,-96.50,0.60
Louis Murphy TB WR,WR,41.00,-96.50,0.00
Mohamed Sanu Cin WR,WR,40.40,-97.10,0.70
Ronnie Hillman Den RB,RB,70.40,-97.50,1.00
Tavon Austin StL WR,WR,39.70,-97.80,2.60
Lance Dunbar Dal RB,RB,69.40,-98.50,2.70
Jeff Janis GB WR,WR,37.10,-100.40,0.20
Marquess Wilson Chi WR Q,WR,36.90,-100.60,0.70
David Johnson Ari RB P,RB,66.70,-101.20,1.10
Dexter McCluster Ten WR RB,WR,36.20,-101.30,1.10
DeAngelo Williams Pit RB,RB,65.60,-102.30,0.40
Stedman Bailey StL WR,WR,35.10,-102.40,0.80
Darren Sproles Phi RB,RB,65.20,-102.70,1.10
Marlon Brown Bal WR,WR,34.30,-103.20,0.20
Quinton Patton SF WR,WR,34.10,-103.40,0.30
Jamison Crowder Wsh WR,WR,33.80,-103.70,0.20
Fred Jackson Buf RB,RB,64.10,-103.80,1.00
De'Anthony Thomas KC RB WR P,WR,33.60,-103.90,1.90
Matt Jones Wsh RB,RB,63.10,-104.80,1.10
Chris Matthews Sea WR P,WR,31.70,-105.80,1.30
Terrance West Cle RB,RB,62.00,-105.90,0.10
David Cobb Ten RB Q,RB,61.90,-106.00,3.70
Cordarrelle Patterson Min WR,WR,30.40,-107.10,1.60
Josh McCown Cle QB,QB,190.08,-107.40,16.90
Justin Hardy Atl WR,WR,28.80,-108.70,0.60
Jerome Simpson SF WR SSPD,WR,28.20,-109.30,2.50
Dexter McCluster Ten WR RB,RB,58.20,-109.70,3.00
Corey Fuller Det WR,WR,25.70,-111.80,0.80
Rashad Greene Jac WR,WR,24.90,-112.60,0.30
Bilal Powell NYJ RB Q,RB,55.20,-112.70,2.20
Kenny Bell TB WR Q,WR,24.60,-112.90,0.60
Sammie Coates Pit WR,WR,24.00,-113.50,0.10
Justin Hunter Ten WR,WR,23.90,-113.60,0.40
Josh Huff Phi WR,WR,23.50,-114.00,0.60
Jaron Brown Ari WR,WR,22.90,-114.60,2.50
Daniel Herron Ind RB,RB,53.00,-114.90,1.80
Mike Tolbert Car RB,RB,51.20,-116.70,2.30
Devin Hester Atl WR,WR,20.40,-117.10,2.50
James Starks GB RB,RB,48.90,-119.00,0.40
Montee Ball Den RB,RB,48.50,-119.40,0.60
Seantavius Jones NO WR,WR,17.90,-119.60,0.10
Jeremy Kerley NYJ WR Q,WR,17.80,-119.70,1.60
Joseph Morgan NO WR,WR,17.80,-119.70,0.00
Benjamin Cunningham StL RB,RB,47.90,-120.00,3.20
Miles Austin Phi WR,WR,16.20,-121.30,0.50
Corey Washington NYG WR Q,WR,15.70,-121.80,0.40
Michael Campanaro Bal WR Q,WR,15.30,-122.20,0.10
Devin Street Dal WR P,WR,15.20,-122.30,0.30
Dontrelle Inman SD WR Q,WR,14.90,-122.60,4.40
Cameron Artis-Payne Car RB,RB,44.70,-123.20,1.40
Tyrod Taylor Buf QB,QB,173.18,-124.30,10.32
Josh Robinson Ind RB Q,RB,43.30,-124.60,0.30
Chris Johnson Ari RB P,RB,43.00,-124.90,0.30
De'Anthony Thomas KC RB WR P,RB,42.70,-125.20,0.90
Theo Riddick Det RB,RB,41.80,-126.10,0.70
Khiry Robinson NO RB P,RB,41.10,-126.80,0.20
Bruce Ellington SF WR,WR,10.50,-127.00,0.60
Robert Turbin Sea RB,RB,40.90,-127.00,4.70
Travis Benjamin Cle WR,WR,9.90,-127.60,1.70
Chris Hogan Buf WR Q,WR,8.20,-129.30,0.30
Jason Avant KC WR,WR,7.90,-129.60,0.80
Stefon Diggs Min WR,WR,7.90,-129.60,0.00
Rishard Matthews Mia WR,WR,7.10,-130.40,1.10
Josh Morgan NO WR,WR,6.00,-131.50,0.40
Toby Gerhart Jac RB P,RB,36.20,-131.70,0.70
Jarrett Boykin Car WR,WR,5.60,-131.90,0.10
Paul Richardson* Sea WR O,WR,5.50,-132.00,0.10
Robert Herron TB WR,WR,5.40,-132.10,0.40
Damien Williams Mia RB,RB,35.50,-132.40,0.90
Jared Abbrederis GB WR Q,WR,5.00,-132.50,0.10
Andre Caldwell Den WR,WR,4.90,-132.60,0.10
Jacoby Jones SD WR,WR,4.80,-132.70,0.20
Terrelle Pryor Cle WR Q,WR,4.80,-132.70,0.00
James Jones NYG WR,WR,4.80,-132.70,0.00
Darrius Heyward-Bey Pit WR,WR,4.80,-132.70,0.00
Ricardo Lockette Sea WR,WR,4.60,-132.90,0.10
Joshua Bellamy Chi WR,WR,4.60,-132.90,0.00
Lance Moore Det WR,WR,4.50,-133.00,0.10
Kenbrell Thompkins Oak WR,WR,4.40,-133.10,0.10
Ace Sanders Jac WR SSPD,WR,4.30,-133.20,0.10
Ryan Grant Wsh WR,WR,4.30,-133.20,0.00
JJ Nelson Ari WR,WR,4.30,-133.20,0.00
Damaris Johnson Hou WR,WR,4.20,-133.30,0.20
Branden Oliver SD RB,RB,34.60,-133.30,1.20
Neal Sterling Jac WR,WR,4.00,-133.50,0.10
Keith Mumphery Hou WR,WR,4.00,-133.50,0.00
Chris Givens StL WR,WR,3.90,-133.60,1.40
Jonathan Grimes Hou RB,RB,33.40,-134.50,1.20
Ryan Fitzpatrick NYJ QB,QB,162.86,-134.62,16.94
Dwayne Harris NYG WR,WR,2.50,-135.00,0.10
Eric Weems Atl WR,WR,2.50,-135.00,0.00
Chris Harper* NYG WR IR,WR,2.50,-135.00,0.00
Myles White GB WR,WR,2.50,-135.00,0.00
Aaron Dobson NE WR,WR,2.40,-135.10,0.10
Duron Carter Ind WR,WR,2.30,-135.20,0.10
Jeremy Ross Det WR,WR,2.20,-135.30,0.10
Ifeanyi Momah Ari WR,WR,2.20,-135.30,0.00
Alan Bonner Hou WR,WR,2.10,-135.40,0.20
Seyi Ajirotutu Phi WR,WR,2.10,-135.40,0.00
Darren Waller Bal WR,WR,2.10,-135.40,0.00
Gerell Robinson Mia WR,WR,2.10,-135.40,0.00
Tre McBride Ten WR,WR,1.90,-135.60,0.10
Brenton Bersin Car WR,WR,1.90,-135.60,0.00
Brandon Tate Cin WR,WR,1.80,-135.70,0.20
James Wright* Cin WR IR,WR,1.80,-135.70,0.00
Denarius Moore Cin WR,WR,1.80,-135.70,0.00
Marcus Harris* NYG WR IR,WR,1.80,-135.70,0.00
Javorius Allen Bal RB,RB,32.20,-135.70,0.80
Vince Mayle Cle WR P,WR,1.60,-135.90,0.70
Matt Asiata Min RB,RB,31.40,-136.50,0.20
Kevin Norwood Sea WR,WR,0.90,-136.60,0.10
Marc Mariani Chi WR,WR,0.80,-136.70,0.40
Jeremy Langford Chi RB,RB,31.20,-136.70,1.90
DeVier Posey NYJ WR,WR,0.40,-137.10,0.40
Jordy Nelson* GB WR O,WR,0.00,-137.50,0.00
Brandon Gibson* NE WR IR,WR,0.00,-137.50,0.00
Justin Blackmon Jac WR SSPD,WR,0.00,-137.50,0.00
Marquise Goodwin Buf WR Q,WR,0.00,-137.50,0.00
Kelvin Benjamin* Car WR O,WR,0.00,-137.50,0.00
DeAndre Smelter* SF WR O,WR,0.00,-137.50,0.00
Jacquizz Rodgers Chi RB,RB,29.30,-138.60,0.90
Jay Ajayi Mia RB P,RB,28.40,-139.50,0.20
Dri Archer Pit RB,RB,28.20,-139.70,2.10
Bobby Rainey TB RB,RB,26.10,-141.80,0.30
Stevan Ridley* NYJ RB O,RB,25.80,-142.10,1.30
Marcel Reece Oak RB,RB,24.50,-143.40,1.20
Kyle Juszczyk Bal RB,RB,23.30,-144.60,0.40
Brandon Bolden NE RB,RB,22.90,-145.00,0.20
Christine Michael Sea RB,RB,22.70,-145.20,1.60
Zac Stacy NYJ RB,RB,21.10,-146.80,1.10
Antone Smith Atl RB P,RB,20.00,-147.90,0.30
Robert Hughes Ari RB,RB,19.70,-148.20,0.30
Erik Lorig NO RB,RB,19.40,-148.50,0.60
Ryan Williams* Dal RB IR,RB,18.80,-149.10,0.40
Karlos Williams Buf RB Q,RB,18.40,-149.50,3.80
Brian Hoyer Hou QB,QB,145.92,-151.56,46.10
Juwan Thompson Den RB,RB,14.60,-153.30,0.20
Charcandrick West KC RB,RB,14.40,-153.50,0.40
John Kuhn GB RB,RB,14.00,-153.90,1.10
Cyrus Gray KC RB P,RB,12.90,-155.00,0.80
Bruce Miller SF RB,RB,12.10,-155.80,0.90
Chris Thompson Wsh RB,RB,11.20,-156.70,0.10
Rex Burkhead Cin RB,RB,11.10,-156.80,1.30
Trent Richardson Oak RB,RB,9.80,-158.10,0.50
Ka'Deem Carey Chi RB,RB,9.80,-158.10,0.00
Darrel Young Wsh RB,RB,9.30,-158.60,0.30
Fozzy Whittaker Car RB,RB,9.00,-158.90,0.60
Chris Polk Hou RB,RB,8.40,-159.50,0.30
LaMichael James Mia RB P,RB,8.10,-159.80,0.80
Anthony Sherman KC RB,RB,7.30,-160.60,0.80
Jorvorskie Lane TB RB,RB,6.50,-161.40,0.10
Kendall Hunter SF RB,RB,6.40,-161.50,0.10
Will Johnson Pit RB,RB,6.30,-161.60,0.30
Collin Mooney Atl RB,RB,6.00,-161.90,0.10
Stepfan Taylor Ari RB,RB,6.00,-161.90,0.00
Patrick DiMarco Atl RB,RB,5.90,-162.00,0.20
Jalston Fowler Ten RB,RB,5.70,-162.20,0.10
Jerome Felton Buf RB,RB,5.60,-162.30,0.40
Josh Harris Pit RB,RB,5.20,-162.70,0.40
Mike Davis SF RB,RB,4.80,-163.10,0.30
Antonio Andrews Ten RB,RB,4.50,-163.40,0.20
James Develin* NE RB O,RB,4.30,-163.60,0.70
Edwin Baker NO RB,RB,3.60,-164.30,0.20
Marcus Murphy* NO RB O,RB,3.60,-164.30,0.00
Vick Ballard Ind RB Q,RB,3.40,-164.50,0.10
Kerwynn Williams Ari RB,RB,3.30,-164.60,0.20
Donald Brown SD RB,RB,3.30,-164.60,0.00
Michael Burton Det RB,RB,3.10,-164.80,0.10
Travaris Cadet NE RB P,RB,3.00,-164.90,0.10
Kenny Hilliard Hou RB,RB,3.00,-164.90,0.00
Tommy Bohanon NYJ RB,RB,2.90,-165.00,0.10
Derrick Coleman Sea RB,RB,2.80,-165.10,0.20
Gus Johnson Dal RB Q,RB,2.60,-165.30,0.20
Isaiah Pead StL RB,RB,2.40,-165.50,0.10
Jay Prosch Hou RB,RB,2.40,-165.50,0.00
Orson Charles NO RB SSPD,RB,2.30,-165.60,0.50
